;ESTACION;MAGNITUD;ANO;MES;DIA;VALOR;FECHA
22890;48;8;2018-;7;-10;23,0;2018-07-10
22878;48;7;2018-;7;-10;2,0;2018-07-10
23154;55;30;2018-;7;-10;0,1;2018-07-10
23490;60;14;2018-;7;-10;116,0;2018-07-10
23166;55;35;2018-;7;-10;0,1;2018-07-10
23478;60;12;2018-;7;-10;17,0;2018-07-10
23358;58;8;2018-;7;-10;7,0;2018-07-10
23382;58;14;2018-;7;-10;111,0;2018-07-10
23394;59;7;2018-;7;-10;1,0;2018-07-10
23406;59;8;2018-;7;-10;10,0;2018-07-10
23346;58;7;2018-;7;-10;1,0;2018-07-10
23334;57;12;2018-;7;-10;18,0;2018-07-10
23322;57;10;2018-;7;-10;15,0;2018-07-10
23310;57;8;2018-;7;-10;14,0;2018-07-10
23418;59;12;2018-;7;-10;12,0;2018-07-10
23298;57;7;2018-;7;-10;3,0;2018-07-10
23286;57;6;2018-;7;-10;0,2;2018-07-10
22866;47;12;2018-;7;-10;22,0;2018-07-10
23274;57;1;2018-;7;-10;7,0;2018-07-10
23262;56;14;2018-;7;-10;91,0;2018-07-10
23250;56;12;2018-;7;-10;61,0;2018-07-10
23238;56;8;2018-;7;-10;44,0;2018-07-10
23442;60;7;2018-;7;-10;1,0;2018-07-10
23226;56;7;2018-;7;-10;11,0;2018-07-10
23454;60;8;2018-;7;-10;15,0;2018-07-10
23214;56;6;2018-;7;-10;0,1;2018-07-10
23202;55;44;2018-;7;-10;0,05;2018-07-10
23466;60;10;2018-;7;-10;14,0;2018-07-10
23190;55;43;2018-;7;-10;1,24;2018-07-10
23178;55;42;2018-;7;-10;1,29;2018-07-10
23430;59;14;2018-;7;-10;114,0;2018-07-10
22854;47;10;2018-;7;-10;20,0;2018-07-10
22200;18;20;2018-;7;-10;1,0;2018-07-10
22782;40;8;2018-;7;-10;22,0;2018-07-10
21720;4;7;2018-;7;-10;9,0;2018-07-10
21696;4;1;2018-;7;-10;7,0;2018-07-10
22758;40;1;2018-;7;-10;2,0;2018-07-10
22794;40;10;2018-;7;-10;20,0;2018-07-10
21708;4;6;2018-;7;-10;0,3;2018-07-10
22770;40;7;2018-;7;-10;3,0;2018-07-10
22806;40;12;2018-;7;-10;26,0;2018-07-10
22830;47;8;2018-;7;-10;20,0;2018-07-10
21744;4;12;2018-;7;-10;50,0;2018-07-10
21732;4;8;2018-;7;-10;37,0;2018-07-10
22842;47;9;2018-;7;-10;15,0;2018-07-10
22818;47;7;2018-;7;-10;2,0;2018-07-10
24358;11;12;2018-;7;-11;44,0;2018-07-11
24988;36;12;2018-;7;-11;34,0;2018-07-11
24202;8;8;2018-;7;-11;52,0;2018-07-11
24976;36;10;2018-;7;-11;26,0;2018-07-11
24574;18;10;2018-;7;-11;32,0;2018-07-11
24952;36;7;2018-;7;-11;5,0;2018-07-11
25000;38;1;2018-;7;-11;6,0;2018-07-11
24370;11;20;2018-;7;-11;1,0;2018-07-11
24382;11;30;2018-;7;-11;0,2;2018-07-11
24940;36;6;2018-;7;-11;0,2;2018-07-11
24928;36;1;2018-;7;-11;5,0;2018-07-11
24190;8;7;2018-;7;-11;8,0;2018-07-11
24394;11;35;2018-;7;-11;0,2;2018-07-11
24964;36;8;2018-;7;-11;27,0;2018-07-11
24346;11;8;2018-;7;-11;35,0;2018-07-11
24334;11;7;2018-;7;-11;6,0;2018-07-11
24214;8;9;2018-;7;-11;17,0;2018-07-11
25156;39;14;2018-;7;-11;98,0;2018-07-11
24238;8;12;2018-;7;-11;65,0;2018-07-11
24262;8;20;2018-;7;-11;2,0;2018-07-11
25144;39;12;2018-;7;-11;29,0;2018-07-11
25132;39;8;2018-;7;-11;26,0;2018-07-11
24274;8;30;2018-;7;-11;0,4;2018-07-11
24286;8;35;2018-;7;-11;0,3;2018-07-11
25120;39;7;2018-;7;-11;2,0;2018-07-11
25108;39;6;2018-;7;-11;0,2;2018-07-11
25096;38;35;2018-;7;-11;0,1;2018-07-11
24298;8;42;2018-;7;-11;1,49;2018-07-11
25084;38;30;2018-;7;-11;0,2;2018-07-11
24226;8;10;2018-;7;-11;31,0;2018-07-11
25072;38;20;2018-;7;-11;0,3;2018-07-11
24310;8;43;2018-;7;-11;1,44;2018-07-11
25060;38;12;2018-;7;-11;48,0;2018-07-11
25048;38;10;2018-;7;-11;25,0;2018-07-11
24322;8;44;2018-;7;-11;0,05;2018-07-11
25036;38;9;2018-;7;-11;13,0;2018-07-11
25024;38;8;2018-;7;-11;34,0;2018-07-11
24916;35;14;2018-;7;-11;84,0;2018-07-11
25012;38;7;2018-;7;-11;9,0;2018-07-11
24904;35;12;2018-;7;-11;43,0;2018-07-11
24880;35;7;2018-;7;-11;5,0;2018-07-11
24892;35;8;2018-;7;-11;35,0;2018-07-11
24514;17;14;2018-;7;-11;97,0;2018-07-11
24142;4;8;2018-;7;-11;39,0;2018-07-11
24712;24;12;2018-;7;-11;15,0;2018-07-11
24526;18;1;2018-;7;-11;8,0;2018-07-11
24700;24;10;2018-;7;-11;30,0;2018-07-11
24682;24;8;2018-;7;-11;12,0;2018-07-11
24130;4;7;2018-;7;-11;9,0;2018-07-11
24118;4;6;2018-;7;-11;0,3;2018-07-11
24670;24;7;2018-;7;-11;2,0;2018-07-11
24724;24;14;2018-;7;-11;105,0;2018-07-11
24538;18;6;2018-;7;-11;0,5;2018-07-11
24646;24;1;2018-;7;-11;4,0;2018-07-11
24550;18;7;2018-;7;-11;3,0;2018-07-11
24634;18;35;2018-;7;-11;0,2;2018-07-11
24562;18;8;2018-;7;-11;24,0;2018-07-11
24622;18;30;2018-;7;-11;0,2;2018-07-11
24610;18;20;2018-;7;-11;1,5;2018-07-11
24598;18;14;2018-;7;-11;95,0;2018-07-11
24106;4;1;2018-;7;-11;6,0;2018-07-11
24586;18;12;2018-;7;-11;27,0;2018-07-11
24658;24;6;2018-;7;-11;0,2;2018-07-11
24406;16;6;2018-;7;-11;0,2;2018-07-11
24736;24;20;2018-;7;-11;1,3;2018-07-11
24502;17;12;2018-;7;-11;30,0;2018-07-11
24178;8;6;2018-;7;-11;0,3;2018-07-11
24166;8;1;2018-;7;-11;4,0;2018-07-11
24868;35;6;2018-;7;-11;0,2;2018-07-11
24418;16;7;2018-;7;-11;2,0;2018-07-11
24430;16;8;2018-;7;-11;27,0;2018-07-11
24844;27;14;2018-;7;-11;95,0;2018-07-11
24442;16;12;2018-;7;-11;31,0;2018-07-11
24832;27;12;2018-;7;-11;31,0;2018-07-11
24820;27;8;2018-;7;-11;26,0;2018-07-11
24748;24;30;2018-;7;-11;0,2;2018-07-11
24454;16;14;2018-;7;-11;85,0;2018-07-11
24796;24;44;2018-;7;-11;0,06;2018-07-11
24466;17;1;2018-;7;-11;5,0;2018-07-11
24784;24;43;2018-;7;-11;1,14;2018-07-11
24154;4;12;2018-;7;-11;52,0;2018-07-11
25168;40;1;2018-;7;-11;2,0;2018-07-11
24772;24;42;2018-;7;-11;1,2;2018-07-11
24478;17;7;2018-;7;-11;3,0;2018-07-11
24760;24;35;2018-;7;-11;0,2;2018-07-11
24490;17;8;2018-;7;-11;26,0;2018-07-11
24808;27;7;2018-;7;-11;4,0;2018-07-11
24250;8;14;2018-;7;-11;87,0;2018-07-11
24856;35;1;2018-;7;-11;4,0;2018-07-11
25816;59;8;2018-;7;-11;17,0;2018-07-11
25744;57;12;2018-;7;-11;23,0;2018-07-11
25840;59;14;2018-;7;-11;87,0;2018-07-11
25852;60;7;2018-;7;-11;2,0;2018-07-11
25552;55;20;2018-;7;-11;1,1;2018-07-11
25396;50;7;2018-;7;-11;12,0;2018-07-11
25732;57;10;2018-;7;-11;30,0;2018-07-11
25408;50;8;2018-;7;-11;34,0;2018-07-11
25720;57;8;2018-;7;-11;19,0;2018-07-11
25384;49;14;2018-;7;-11;93,0;2018-07-11
25372;49;12;2018-;7;-11;21,0;2018-07-11
25360;49;8;2018-;7;-11;20,0;2018-07-11
25876;60;10;2018-;7;-11;34,0;2018-07-11
25888;60;12;2018-;7;-11;22,0;2018-07-11
25348;49;7;2018-;7;-11;1,0;2018-07-11
25864;60;8;2018-;7;-11;19,0;2018-07-11
25420;50;9;2018-;7;-11;13,0;2018-07-11
25432;50;10;2018-;7;-11;23,0;2018-07-11
25540;55;12;2018-;7;-11;30,0;2018-07-11
25768;58;8;2018-;7;-11;9,0;2018-07-11
25492;54;14;2018-;7;-11;93,0;2018-07-11
25780;58;12;2018-;7;-11;11,0;2018-07-11
25516;55;8;2018-;7;-11;27,0;2018-07-11
25792;58;14;2018-;7;-11;102,0;2018-07-11
25480;54;12;2018-;7;-11;26,0;2018-07-11
25804;59;7;2018-;7;-11;1,0;2018-07-11
25468;54;8;2018-;7;-11;23,0;2018-07-11
25756;58;7;2018-;7;-11;1,0;2018-07-11
25456;54;7;2018-;7;-11;2,0;2018-07-11
25180;40;7;2018-;7;-11;4,0;2018-07-11
25528;55;10;2018-;7;-11;25,0;2018-07-11
25444;50;12;2018-;7;-11;53,0;2018-07-11
25636;56;7;2018-;7;-11;10,0;2018-07-11
25828;59;12;2018-;7;-11;19,0;2018-07-11
25336;48;12;2018-;7;-11;35,0;2018-07-11
25564;55;30;2018-;7;-11;0,1;2018-07-11
25504;55;7;2018-;7;-11;2,0;2018-07-11
25228;47;7;2018-;7;-11;2,0;2018-07-11
25612;55;44;2018-;7;-11;0,06;2018-07-11
25600;55;43;2018-;7;-11;1,26;2018-07-11
25672;56;14;2018-;7;-11;83,0;2018-07-11
25264;47;10;2018-;7;-11;18,0;2018-07-11
25324;48;10;2018-;7;-11;20,0;2018-07-11
25660;56;12;2018-;7;-11;56,0;2018-07-11
25684;57;1;2018-;7;-11;7,0;2018-07-11
25276;47;12;2018-;7;-11;24,0;2018-07-11
25588;55;42;2018-;7;-11;1,32;2018-07-11
25288;48;7;2018-;7;-11;3,0;2018-07-11
25252;47;9;2018-;7;-11;13,0;2018-07-11
25300;48;8;2018-;7;-11;30,0;2018-07-11
25240;47;8;2018-;7;-11;21,0;2018-07-11
25216;40;12;2018-;7;-11;31,0;2018-07-11
25708;57;7;2018-;7;-11;3,0;2018-07-11
25696;57;6;2018-;7;-11;0,2;2018-07-11
25900;60;14;2018-;7;-11;107,0;2018-07-11
25312;48;9;2018-;7;-11;14,0;2018-07-11
25192;40;8;2018-;7;-11;26,0;2018-07-11
25624;56;6;2018-;7;-11;0,2;2018-07-11
25648;56;8;2018-;7;-11;41,0;2018-07-11
25204;40;10;2018-;7;-11;24,0;2018-07-11
25576;55;35;2018-;7;-11;0,2;2018-07-11
27878;54;8;2018-;7;-12;30,0;2018-07-12
27044;18;35;2018-;7;-12;0,2;2018-07-12
27674;47;10;2018-;7;-12;18,0;2018-07-12
27398;36;12;2018-;7;-12;42,0;2018-07-12
27338;36;1;2018-;7;-12;5,0;2018-07-12
28046;56;7;2018-;7;-12;17,0;2018-07-12
26768;11;12;2018-;7;-12;57,0;2018-07-12
28034;56;6;2018-;7;-12;0,1;2018-07-12
27350;36;6;2018-;7;-12;0,2;2018-07-12
27722;48;9;2018-;7;-12;14,0;2018-07-12
28022;55;44;2018-;7;-12;0,08;2018-07-12
26780;11;20;2018-;7;-12;1,0;2018-07-12
26792;11;30;2018-;7;-12;0,3;2018-07-12
27386;36;10;2018-;7;-12;22,0;2018-07-12
27686;47;12;2018-;7;-12;25,0;2018-07-12
27710;48;8;2018-;7;-12;31,0;2018-07-12
26804;11;35;2018-;7;-12;0,2;2018-07-12
27032;18;30;2018-;7;-12;0,2;2018-07-12
27362;36;7;2018-;7;-12;5,0;2018-07-12
27866;54;7;2018-;7;-12;2,0;2018-07-12
27020;18;20;2018-;7;-12;1,2;2018-07-12
27374;36;8;2018-;7;-12;35,0;2018-07-12
26816;16;6;2018-;7;-12;0,2;2018-07-12
27008;18;14;2018-;7;-12;103,0;2018-07-12
27698;48;7;2018-;7;-12;2,0;2018-07-12
26636;8;10;2018-;7;-12;30,0;2018-07-12
27662;47;9;2018-;7;-12;14,0;2018-07-12
26936;18;1;2018-;7;-12;8,0;2018-07-12
27590;40;7;2018-;7;-12;4,0;2018-07-12
26852;16;12;2018-;7;-12;35,0;2018-07-12
27962;55;20;2018-;7;-12;1,2;2018-07-12
27578;40;1;2018-;7;-12;2,0;2018-07-12
27482;38;20;2018-;7;-12;0,3;2018-07-12
26924;17;14;2018-;7;-12;104,0;2018-07-12
26912;17;12;2018-;7;-12;26,0;2018-07-12
27494;38;30;2018-;7;-12;0,2;2018-07-12
27914;55;7;2018-;7;-12;3,0;2018-07-12
27566;39;14;2018-;7;-12;99,0;2018-07-12
27926;55;8;2018-;7;-12;41,0;2018-07-12
26900;17;8;2018-;7;-12;22,0;2018-07-12
26888;17;7;2018-;7;-12;2,0;2018-07-12
27554;39;12;2018-;7;-12;38,0;2018-07-12
27506;38;35;2018-;7;-12;0,1;2018-07-12
26864;16;14;2018-;7;-12;85,0;2018-07-12
27938;55;10;2018-;7;-12;23,0;2018-07-12
26876;17;1;2018-;7;-12;6,0;2018-07-12
27518;39;6;2018-;7;-12;0,2;2018-07-12
27950;55;12;2018-;7;-12;46,0;2018-07-12
28010;55;43;2018-;7;-12;1,27;2018-07-12
27470;38;12;2018-;7;-12;45,0;2018-07-12
26948;18;6;2018-;7;-12;0,5;2018-07-12
26996;18;12;2018-;7;-12;24,0;2018-07-12
27410;38;1;2018-;7;-12;6,0;2018-07-12
27890;54;12;2018-;7;-12;33,0;2018-07-12
27650;47;8;2018-;7;-12;22,0;2018-07-12
27422;38;7;2018-;7;-12;8,0;2018-07-12
27998;55;42;2018-;7;-12;1,34;2018-07-12
26984;18;10;2018-;7;-12;26,0;2018-07-12
27638;47;7;2018-;7;-12;2,0;2018-07-12
27434;38;8;2018-;7;-12;33,0;2018-07-12
26840;16;8;2018-;7;-12;31,0;2018-07-12
26972;18;8;2018-;7;-12;21,0;2018-07-12
27626;40;12;2018-;7;-12;36,0;2018-07-12
27986;55;35;2018-;7;-12;0,2;2018-07-12
27902;54;14;2018-;7;-12;94,0;2018-07-12
27446;38;9;2018-;7;-12;13,0;2018-07-12
26960;18;7;2018-;7;-12;2,0;2018-07-12
27614;40;10;2018-;7;-12;21,0;2018-07-12
27458;38;10;2018-;7;-12;23,0;2018-07-12
27602;40;8;2018-;7;-12;30,0;2018-07-12
27974;55;30;2018-;7;-12;0,2;2018-07-12
26828;16;7;2018-;7;-12;3,0;2018-07-12
28058;56;8;2018-;7;-12;52,0;2018-07-12
27542;39;8;2018-;7;-12;29,0;2018-07-12
27854;50;12;2018-;7;-12;51,0;2018-07-12
28154;57;12;2018-;7;-12;26,0;2018-07-12
27134;24;14;2018-;7;-12;111,0;2018-07-12
27230;27;8;2018-;7;-12;42,0;2018-07-12
26672;8;20;2018-;7;-12;1,8;2018-07-12
26564;4;12;2018-;7;-12;47,0;2018-07-12
26552;4;8;2018-;7;-12;37,0;2018-07-12
28142;57;10;2018-;7;-12;14,0;2018-07-12
28250;59;14;2018-;7;-12;99,0;2018-07-12
27122;24;12;2018-;7;-12;12,0;2018-07-12
27218;27;7;2018-;7;-12;4,0;2018-07-12
27806;50;7;2018-;7;-12;11,0;2018-07-12
28130;57;8;2018-;7;-12;22,0;2018-07-12
27110;24;10;2018-;7;-12;17,0;2018-07-12
28262;60;7;2018-;7;-12;2,0;2018-07-12
28310;60;14;2018-;7;-12;110,0;2018-07-12
27254;27;14;2018-;7;-12;86,0;2018-07-12
26684;8;30;2018-;7;-12;0,4;2018-07-12
26528;4;6;2018-;7;-12;0,3;2018-07-12
28118;57;7;2018-;7;-12;2,0;2018-07-12
26516;4;1;2018-;7;-12;6,0;2018-07-12
27242;27;12;2018-;7;-12;48,0;2018-07-12
27266;35;1;2018-;7;-12;5,0;2018-07-12
26576;8;1;2018-;7;-12;4,0;2018-07-12
28238;59;12;2018-;7;-12;22,0;2018-07-12
26624;8;9;2018-;7;-12;15,0;2018-07-12
28202;58;14;2018-;7;-12;101,0;2018-07-12
27170;24;35;2018-;7;-12;0,1;2018-07-12
27182;24;42;2018-;7;-12;1,17;2018-07-12
28214;59;7;2018-;7;-12;2,0;2018-07-12
28190;58;12;2018-;7;-12;12,0;2018-07-12
27782;49;12;2018-;7;-12;19,0;2018-07-12
27158;24;30;2018-;7;-12;0,1;2018-07-12
26648;8;12;2018-;7;-12;60,0;2018-07-12
27794;49;14;2018-;7;-12;98,0;2018-07-12
26612;8;8;2018-;7;-12;48,0;2018-07-12
26600;8;7;2018-;7;-12;7,0;2018-07-12
28178;58;8;2018-;7;-12;10,0;2018-07-12
28226;59;8;2018-;7;-12;19,0;2018-07-12
27770;49;8;2018-;7;-12;18,0;2018-07-12
27146;24;20;2018-;7;-12;0,6;2018-07-12
26660;8;14;2018-;7;-12;92,0;2018-07-12
27206;24;44;2018-;7;-12;0,05;2018-07-12
28166;58;7;2018-;7;-12;1,0;2018-07-12
26588;8;6;2018-;7;-12;0,3;2018-07-12
27194;24;43;2018-;7;-12;1,13;2018-07-12
27818;50;8;2018-;7;-12;35,0;2018-07-12
26540;4;7;2018-;7;-12;7,0;2018-07-12
27302;35;8;2018-;7;-12;32,0;2018-07-12
28082;56;14;2018-;7;-12;79,0;2018-07-12
26744;11;7;2018-;7;-12;9,0;2018-07-12
26696;8;35;2018-;7;-12;0,2;2018-07-12
28298;60;12;2018-;7;-12;20,0;2018-07-12
27314;35;12;2018-;7;-12;39,0;2018-07-12
27080;24;7;2018-;7;-12;1,0;2018-07-12
27830;50;9;2018-;7;-12;11,0;2018-07-12
26732;8;44;2018-;7;-12;0,06;2018-07-12
27068;24;6;2018-;7;-12;0,2;2018-07-12
28286;60;10;2018-;7;-12;17,0;2018-07-12
28094;57;1;2018-;7;-12;7,0;2018-07-12
26720;8;43;2018-;7;-12;1,43;2018-07-12
26756;11;8;2018-;7;-12;43,0;2018-07-12
28070;56;12;2018-;7;-12;78,0;2018-07-12
27290;35;7;2018-;7;-12;5,0;2018-07-12
27842;50;10;2018-;7;-12;21,0;2018-07-12
27278;35;6;2018-;7;-12;0,3;2018-07-12
28274;60;8;2018-;7;-12;18,0;2018-07-12
27734;48;10;2018-;7;-12;25,0;2018-07-12
28106;57;6;2018-;7;-12;0,2;2018-07-12
27326;35;14;2018-;7;-12;89,0;2018-07-12
27056;24;1;2018-;7;-12;4,0;2018-07-12
27530;39;7;2018-;7;-12;6,0;2018-07-12
27746;48;12;2018-;7;-12;35,0;2018-07-12
26708;8;42;2018-;7;-12;1,48;2018-07-12
27092;24;8;2018-;7;-12;9,0;2018-07-12
27758;49;7;2018-;7;-12;1,0;2018-07-12
29334;17;14;2018-;7;-13;89,0;2018-07-13
29202;11;30;2018-;7;-13;0,3;2018-07-13
29238;16;7;2018-;7;-13;2,0;2018-07-13
30012;40;8;2018-;7;-13;28,0;2018-07-13
29154;11;7;2018-;7;-13;9,0;2018-07-13
29250;16;8;2018-;7;-13;27,0;2018-07-13
29322;17;12;2018-;7;-13;26,0;2018-07-13
30096;47;12;2018-;7;-13;23,0;2018-07-13
29166;11;8;2018-;7;-13;39,0;2018-07-13
29964;39;12;2018-;7;-13;33,0;2018-07-13
30228;50;8;2018-;7;-13;28,0;2018-07-13
30084;47;10;2018-;7;-13;24,0;2018-07-13
29094;8;30;2018-;7;-13;0,4;2018-07-13
30168;49;7;2018-;7;-13;1,0;2018-07-13
29988;40;1;2018-;7;-13;2,0;2018-07-13
29262;16;12;2018-;7;-13;30,0;2018-07-13
30048;47;7;2018-;7;-13;2,0;2018-07-13
30132;48;9;2018-;7;-13;18,0;2018-07-13
29286;17;1;2018-;7;-13;6,0;2018-07-13
29130;8;43;2018-;7;-13;1,43;2018-07-13
30120;48;8;2018-;7;-13;30,0;2018-07-13
30192;49;12;2018-;7;-13;18,0;2018-07-13
30204;49;14;2018-;7;-13;84,0;2018-07-13
29178;11;12;2018-;7;-13;52,0;2018-07-13
29226;16;6;2018-;7;-13;0,2;2018-07-13
29118;8;42;2018-;7;-13;1,49;2018-07-13
30060;47;8;2018-;7;-13;20,0;2018-07-13
29190;11;20;2018-;7;-13;1,0;2018-07-13
29298;17;7;2018-;7;-13;2,0;2018-07-13
29274;16;14;2018-;7;-13;77,0;2018-07-13
30216;50;7;2018-;7;-13;8,0;2018-07-13
30036;40;12;2018-;7;-13;34,0;2018-07-13
30144;48;10;2018-;7;-13;33,0;2018-07-13
30108;48;7;2018-;7;-13;3,0;2018-07-13
30000;40;7;2018-;7;-13;4,0;2018-07-13
30156;48;12;2018-;7;-13;35,0;2018-07-13
29976;39;14;2018-;7;-13;88,0;2018-07-13
29142;8;44;2018-;7;-13;0,05;2018-07-13
29106;8;35;2018-;7;-13;0,4;2018-07-13
29310;17;8;2018-;7;-13;24,0;2018-07-13
30024;40;10;2018-;7;-13;32,0;2018-07-13
30072;47;9;2018-;7;-13;17,0;2018-07-13
30180;49;8;2018-;7;-13;16,0;2018-07-13
29688;35;6;2018-;7;-13;0,2;2018-07-13
29082;8;20;2018-;7;-13;1,8;2018-07-13
29748;36;1;2018-;7;-13;5,0;2018-07-13
30684;60;8;2018-;7;-13;20,0;2018-07-13
29568;24;30;2018-;7;-13;0,1;2018-07-13
28926;4;1;2018-;7;-13;7,0;2018-07-13
30696;60;10;2018-;7;-13;36,0;2018-07-13
30708;60;12;2018-;7;-13;22,0;2018-07-13
29760;36;6;2018-;7;-13;0,2;2018-07-13
29556;24;20;2018-;7;-13;0,8;2018-07-13
30468;56;8;2018-;7;-13;44,0;2018-07-13
28938;4;6;2018-;7;-13;0,3;2018-07-13
30456;56;7;2018-;7;-13;12,0;2018-07-13
30720;60;14;2018-;7;-13;99,0;2018-07-13
29544;24;14;2018-;7;-13;100,0;2018-07-13
29772;36;7;2018-;7;-13;5,0;2018-07-13
29532;24;12;2018-;7;-13;12,0;2018-07-13
28950;4;7;2018-;7;-13;7,0;2018-07-13
29784;36;8;2018-;7;-13;29,0;2018-07-13
30444;56;6;2018-;7;-13;0,1;2018-07-13
30432;55;44;2018-;7;-13;0,05;2018-07-13
29520;24;10;2018-;7;-13;31,0;2018-07-13
28962;4;8;2018-;7;-13;39,0;2018-07-13
29796;36;10;2018-;7;-13;33,0;2018-07-13
30420;55;43;2018-;7;-13;1,27;2018-07-13
29502;24;8;2018-;7;-13;10,0;2018-07-13
28974;4;12;2018-;7;-13;50,0;2018-07-13
29808;36;12;2018-;7;-13;37,0;2018-07-13
30408;55;42;2018-;7;-13;1,32;2018-07-13
29580;24;35;2018-;7;-13;0,1;2018-07-13
29490;24;7;2018-;7;-13;1,0;2018-07-13
30480;56;12;2018-;7;-13;62,0;2018-07-13
30492;56;14;2018-;7;-13;74,0;2018-07-13
30552;57;10;2018-;7;-13;33,0;2018-07-13
30564;57;12;2018-;7;-13;21,0;2018-07-13
29676;35;1;2018-;7;-13;4,0;2018-07-13
29700;35;7;2018-;7;-13;5,0;2018-07-13
30540;57;8;2018-;7;-13;18,0;2018-07-13
30528;57;7;2018-;7;-13;2,0;2018-07-13
30576;58;7;2018-;7;-13;1,0;2018-07-13
29664;27;14;2018-;7;-13;89,0;2018-07-13
29712;35;8;2018-;7;-13;33,0;2018-07-13
30588;58;8;2018-;7;-13;10,0;2018-07-13
30516;57;6;2018-;7;-13;0,2;2018-07-13
29652;27;12;2018-;7;-13;29,0;2018-07-13
30600;58;12;2018-;7;-13;12,0;2018-07-13
30612;58;14;2018-;7;-13;107,0;2018-07-13
29640;27;8;2018-;7;-13;26,0;2018-07-13
29724;35;12;2018-;7;-13;41,0;2018-07-13
29628;27;7;2018-;7;-13;2,0;2018-07-13
30624;59;7;2018-;7;-13;1,0;2018-07-13
30636;59;8;2018-;7;-13;14,0;2018-07-13
30504;57;1;2018-;7;-13;7,0;2018-07-13
29616;24;44;2018-;7;-13;0,04;2018-07-13
30648;59;12;2018-;7;-13;15,0;2018-07-13
29604;24;43;2018-;7;-13;1,15;2018-07-13
29736;35;14;2018-;7;-13;79,0;2018-07-13
29214;11;35;2018-;7;-13;0,2;2018-07-13
30660;59;14;2018-;7;-13;89,0;2018-07-13
29592;24;42;2018-;7;-13;1,19;2018-07-13
30672;60;7;2018-;7;-13;1,0;2018-07-13
29820;38;1;2018-;7;-13;6,0;2018-07-13
30336;55;8;2018-;7;-13;32,0;2018-07-13
29034;8;9;2018-;7;-13;20,0;2018-07-13
29430;18;20;2018-;7;-13;0,8;2018-07-13
29022;8;8;2018-;7;-13;48,0;2018-07-13
29940;39;7;2018-;7;-13;3,0;2018-07-13
29418;18;14;2018-;7;-13;93,0;2018-07-13
29880;38;12;2018-;7;-13;40,0;2018-07-13
30264;50;12;2018-;7;-13;39,0;2018-07-13
30324;55;7;2018-;7;-13;3,0;2018-07-13
30396;55;35;2018-;7;-13;0,2;2018-07-13
29892;38;20;2018-;7;-13;0,3;2018-07-13
29868;38;10;2018-;7;-13;33,0;2018-07-13
29370;18;7;2018-;7;-13;2,0;2018-07-13
30312;54;14;2018-;7;-13;79,0;2018-07-13
29394;18;10;2018-;7;-13;52,0;2018-07-13
29928;39;6;2018-;7;-13;0,2;2018-07-13
29904;38;30;2018-;7;-13;0,2;2018-07-13
29046;8;10;2018-;7;-13;39,0;2018-07-13
30300;54;12;2018-;7;-13;33,0;2018-07-13
30288;54;8;2018-;7;-13;28,0;2018-07-13
29058;8;12;2018-;7;-13;61,0;2018-07-13
29382;18;8;2018-;7;-13;20,0;2018-07-13
29406;18;12;2018-;7;-13;23,0;2018-07-13
29916;38;35;2018-;7;-13;0,1;2018-07-13
30276;54;7;2018-;7;-13;3,0;2018-07-13
29442;18;30;2018-;7;-13;0,2;2018-07-13
28986;8;1;2018-;7;-13;4,0;2018-07-13
29346;18;1;2018-;7;-13;8,0;2018-07-13
29478;24;6;2018-;7;-13;0,2;2018-07-13
30384;55;30;2018-;7;-13;0,2;2018-07-13
30240;50;9;2018-;7;-13;16,0;2018-07-13
29832;38;7;2018-;7;-13;7,0;2018-07-13
29466;24;1;2018-;7;-13;4,0;2018-07-13
28998;8;6;2018-;7;-13;0,3;2018-07-13
30348;55;10;2018-;7;-13;33,0;2018-07-13
29844;38;8;2018-;7;-13;30,0;2018-07-13
29952;39;8;2018-;7;-13;29,0;2018-07-13
29454;18;35;2018-;7;-13;0,1;2018-07-13
29358;18;6;2018-;7;-13;0,5;2018-07-13
29070;8;14;2018-;7;-13;79,0;2018-07-13
30360;55;12;2018-;7;-13;36,0;2018-07-13
29856;38;9;2018-;7;-13;16,0;2018-07-13
29010;8;7;2018-;7;-13;8,0;2018-07-13
30252;50;10;2018-;7;-13;31,0;2018-07-13
30372;55;20;2018-;7;-13;1,3;2018-07-13
33106;60;10;2018-;7;-14;25,0;2018-07-14
33118;60;12;2018-;7;-14;20,0;2018-07-14
32854;56;6;2018-;7;-14;0,1;2018-07-14
33082;60;7;2018-;7;-14;1,0;2018-07-14
33094;60;8;2018-;7;-14;19,0;2018-07-14
32938;57;7;2018-;7;-14;2,0;2018-07-14
32866;56;7;2018-;7;-14;10,0;2018-07-14
31900;24;7;2018-;7;-14;1,0;2018-07-14
32914;57;1;2018-;7;-14;7,0;2018-07-14
32950;57;8;2018-;7;-14;20,0;2018-07-14
32962;57;10;2018-;7;-14;25,0;2018-07-14
32902;56;14;2018-;7;-14;72,0;2018-07-14
32974;57;12;2018-;7;-14;22,0;2018-07-14
32890;56;12;2018-;7;-14;54,0;2018-07-14
32986;58;7;2018-;7;-14;1,0;2018-07-14
32998;58;8;2018-;7;-14;14,0;2018-07-14
32878;56;8;2018-;7;-14;39,0;2018-07-14
33010;58;12;2018-;7;-14;15,0;2018-07-14
33022;58;14;2018-;7;-14;81,0;2018-07-14
33034;59;7;2018-;7;-14;2,0;2018-07-14
33046;59;8;2018-;7;-14;18,0;2018-07-14
